id,title,description,severity,status,created_at,updated_at,resolved_at,affected_services,assignee,category
INC225,Redis cache connection failures,Redis cache connection failures affecting production environment with sporadic failures,medium,investigating,2026-01-10T04:45:56.376226,,,notification-service,platform-team,Cache
INC226,Memory leak in elasticsearch service,Memory leak in elasticsearch service affecting production environment with consistent failures,medium,resolved,2026-01-16T16:39:56.376226,2026-01-17T19:37:56.376226,2026-01-16T17:42:56.376226,reporting-service,infra-team,Application
INC227,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,high,investigating,2026-01-11T05:58:56.376226,,,oauth-provider|order-service,identity-team,Security
INC228,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,high,investigating,2026-01-07T13:21:56.376226,,,elasticsearch,payments-team,Database
INC229,Database connection timeout,Database connection timeout affecting production environment,critical,investigating,2026-01-12T01:50:56.376226,,,load-balancer|email-service|database,dba-team,Database
INC230,Database replica lag critical,Database replica lag critical affecting production environment,critical,investigating,2026-01-09T18:16:56.376226,,,checkout-service|payment-service,dba-team,Database
INC231,Load balancer health check failing,Load balancer health check failing affecting production environment,low,resolved,2026-01-06T21:18:56.376226,2026-01-08T16:21:56.376226,2026-01-06T22:54:56.376226,frontend,payments-team,Infrastructure
INC232,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,medium,open,2026-01-10T10:55:56.376226,,,user-service|fulfillment-service,observability-team,Monitoring
INC233,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,critical,open,2026-01-15T07:26:56.376226,,,read-replica,security-team,Security
INC234,Network latency to session region,Network latency to session region affecting production environment,critical,open,2026-01-08T10:35:56.376226,,,notification-service,devops-team,Network
INC235,Disk space critical on cache nodes,Disk space critical on cache nodes affecting production environment with consistent failures,critical,investigating,2026-01-16T02:10:56.376226,,,session-service,observability-team,Storage
INC236,Payment service 500 errors,Payment service 500 errors affecting production environment with sporadic failures,low,open,2026-01-13T06:50:56.376226,,,database|user-service|container-registry,ops-team,Payments
INC237,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-19T22:23:56.376226,2026-01-21T09:21:56.376226,2026-01-20T01:30:56.376226,email-service,platform-team,Infrastructure
INC238,Service mesh configuration error,Service mesh configuration error affecting production environment,low,open,2026-01-17T03:23:56.376226,,,rabbitmq|ci-cd|user-service,payments-team,Infrastructure
INC239,Database replica lag critical,Database replica lag critical affecting production environment,medium,resolved,2026-01-09T17:18:56.376226,2026-01-10T20:17:56.376226,2026-01-10T21:25:56.376226,session-service,payments-team,Database
INC240,Service mesh configuration error,Service mesh configuration error affecting production environment,critical,investigating,2026-01-19T17:34:56.376226,,,elasticsearch|api-gateway|read-replica,infra-team,Infrastructure
INC241,API response latency spike,API response latency spike affecting production environment,medium,open,2026-01-12T14:15:56.376226,,,fulfillment-service|cdn|logging-service,infra-team,Network
INC242,Database connection timeout,Database connection timeout affecting production environment with consistent failures,critical,resolved,2026-01-13T00:09:56.376226,2026-01-14T14:51:56.376226,2026-01-13T09:00:56.376226,api-gateway|logging-service,devops-team,Database
INC243,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with sporadic failures,low,open,2026-01-10T22:50:56.376226,,,rate-limiter|container-registry|payment-service,search-team,Security
INC244,Database replica lag critical,Database replica lag critical affecting production environment,low,open,2026-01-11T08:49:56.376226,,,order-service|payment-service,api-team,Database
INC245,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,open,2026-01-12T11:31:56.376226,,,fulfillment-service|rate-limiter|search-service,search-team,Infrastructure
INC246,Database connection timeout,Database connection timeout affecting production environment,critical,resolved,2026-01-10T12:59:56.376226,2026-01-11T00:42:56.376226,2026-01-10T13:53:56.376226,checkout-service|payment-service,security-team,Database
INC247,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,medium,open,2026-01-09T07:43:56.376226,,,session-service|database,api-team,Security
INC248,Message queue backlog growing,Message queue backlog growing affecting production environment,medium,resolved,2026-01-17T10:04:56.376226,2026-01-19T02:16:56.376226,2026-01-17T11:35:56.376226,order-service|payment-service,security-team,Monitoring
INC249,Database connection timeout,Database connection timeout affecting production environment with consistent failures,critical,investigating,2026-01-20T15:04:56.376226,,,session-service,infra-team,Database
INC250,Certificate authority unreachable,Certificate authority unreachable affecting production environment with intermittent failures,critical,investigating,2026-01-13T04:44:56.376226,,,fluentd|container-registry|database,devops-team,Security
INC251,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,high,investigating,2026-01-11T22:25:56.376226,,,notification-service|rabbitmq|reporting-service,payments-team,Monitoring
INC252,Network latency to auth region,Network latency to auth region affecting production environment with consistent failures,medium,investigating,2026-01-19T04:19:56.376226,,,api-gateway|load-balancer|kubernetes,search-team,Network
INC253,Load balancer health check failing,Load balancer health check failing affecting production environment,high,open,2026-01-11T15:35:56.376226,,,frontend|rate-limiter|cdn,api-team,Infrastructure
INC254,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with consistent failures,critical,resolved,2026-01-18T08:00:56.376226,2026-01-18T11:50:56.376226,2026-01-18T14:31:56.376226,fluentd|rate-limiter,dba-team,Application
INC255,Certificate authority unreachable,Certificate authority unreachable affecting production environment with intermittent failures,low,open,2026-01-17T15:48:56.376226,,,container-registry,devops-team,Security
INC256,API response latency spike,API response latency spike affecting production environment with sporadic failures,critical,investigating,2026-01-06T21:42:56.376226,,,read-replica,dba-team,Network
INC257,Network latency to rabbitmq region,Network latency to rabbitmq region affecting production environment with intermittent failures,critical,resolved,2026-01-16T16:58:56.376226,2026-01-17T03:20:56.376226,2026-01-16T22:32:56.376226,database,api-team,Network
INC258,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,low,open,2026-01-20T17:35:56.376226,,,session-service|search-service,identity-team,Security
INC259,Redis cache connection failures,Redis cache connection failures affecting production environment with consistent failures,critical,resolved,2026-01-11T20:45:56.376226,2026-01-12T00:36:56.376226,2026-01-12T00:03:56.376226,order-service|auth-service|kubernetes,infra-team,Cache
INC260,Memory leak in ci-cd service,Memory leak in ci-cd service affecting production environment with sporadic failures,medium,resolved,2026-01-09T11:36:56.376226,2026-01-10T10:11:56.376226,2026-01-09T15:00:56.376226,oauth-provider|email-service,search-team,Application
INC261,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,investigating,2026-01-16T00:54:56.376226,,,frontend|cdn|auth-service,platform-team,Infrastructure
INC262,Redis cache connection failures,Redis cache connection failures affecting production environment,low,resolved,2026-01-08T11:37:56.376226,2026-01-09T11:57:56.376226,2026-01-08T17:13:56.376226,oauth-provider,api-team,Cache
INC263,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with consistent failures,high,resolved,2026-01-13T13:51:56.376226,2026-01-15T03:58:56.376226,2026-01-14T00:06:56.376226,product-service|kubernetes,identity-team,Cache
INC264,Certificate authority unreachable,Certificate authority unreachable affecting production environment,high,resolved,2026-01-15T21:09:56.376226,2026-01-16T06:29:56.376226,2026-01-16T00:44:56.376226,email-service,security-team,Security
INC265,Memory leak in checkout service,Memory leak in checkout service affecting production environment,medium,resolved,2026-01-13T08:04:56.376226,2026-01-13T17:40:56.376226,2026-01-14T02:48:56.376226,frontend|checkout-service,identity-team,Application
INC266,Network latency to fluentd region,Network latency to fluentd region affecting production environment with intermittent failures,medium,investigating,2026-01-10T22:37:56.376226,,,load-balancer|oauth-provider,devops-team,Network
INC267,API response latency spike,API response latency spike affecting production environment with intermittent failures,critical,open,2026-01-13T11:58:56.376226,,,database|frontend|ci-cd,identity-team,Network
INC268,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,critical,open,2026-01-07T01:44:56.376226,,,cache-service,platform-team,Monitoring
INC269,Network latency to session region,Network latency to session region affecting production environment,critical,resolved,2026-01-15T10:33:56.376226,2026-01-16T23:40:56.376226,2026-01-16T02:40:56.376226,logging-service|reporting-service,infra-team,Network
INC270,Network latency to load-balancer region,Network latency to load-balancer region affecting production environment with sporadic failures,critical,resolved,2026-01-12T22:13:56.376226,2026-01-14T17:01:56.376226,2026-01-13T00:15:56.376226,session-service,ops-team,Network
INC271,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,low,investigating,2026-01-19T22:15:56.376226,,,notification-service,devops-team,Application
INC272,Message queue backlog growing,Message queue backlog growing affecting production environment with sporadic failures,critical,resolved,2026-01-20T01:17:56.376226,2026-01-20T05:53:56.376226,2026-01-20T10:58:56.376226,reporting-service|cache-service,devops-team,Monitoring
INC273,Network latency to checkout region,Network latency to checkout region affecting production environment,high,investigating,2026-01-16T03:20:56.376226,,,ci-cd|load-balancer|order-service,payments-team,Network
INC274,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,medium,resolved,2026-01-19T22:41:56.376226,2026-01-20T09:26:56.376226,2026-01-20T01:12:56.376226,load-balancer|email-service,observability-team,Monitoring
INC275,Container registry unavailable,Container registry unavailable affecting production environment,high,resolved,2026-01-13T06:54:56.376226,2026-01-13T12:34:56.376226,2026-01-13T09:34:56.376226,cdn,dba-team,Infrastructure
INC276,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with consistent failures,critical,investigating,2026-01-19T17:31:56.376226,,,oauth-provider|container-registry|ci-cd,infra-team,Cache
INC277,Payment service 500 errors,Payment service 500 errors affecting production environment with consistent failures,medium,investigating,2026-01-20T00:57:56.376226,,,search-service|load-balancer,security-team,Payments
INC278,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,critical,resolved,2026-01-06T22:06:56.376226,2026-01-08T04:07:56.376226,2026-01-07T06:32:56.376226,kubernetes,payments-team,Database
INC279,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,resolved,2026-01-21T14:45:56.376226,2026-01-22T02:40:56.376226,2026-01-21T21:50:56.376226,api-gateway|container-registry,infra-team,Application
INC280,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,medium,open,2026-01-13T14:45:56.376226,,,fluentd|logging-service|email-service,search-team,Cache
INC281,Payment service 500 errors,Payment service 500 errors affecting production environment with intermittent failures,medium,investigating,2026-01-07T23:03:56.376226,,,read-replica,observability-team,Payments
INC282,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,high,open,2026-01-20T08:10:56.376226,,,database,api-team,Application
INC283,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,low,open,2026-01-12T06:22:56.376226,,,payment-service|cdn,payments-team,Monitoring
INC284,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,low,resolved,2026-01-16T23:54:56.376226,2026-01-17T23:40:56.376226,2026-01-17T00:14:56.376226,container-registry,payments-team,Security
INC285,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,medium,open,2026-01-20T21:34:56.376226,,,rabbitmq,search-team,Monitoring
INC286,Message queue backlog growing,Message queue backlog growing affecting production environment with consistent failures,medium,open,2026-01-11T14:31:56.376226,,,reporting-service,devops-team,Monitoring
INC287,Certificate authority unreachable,Certificate authority unreachable affecting production environment with consistent failures,low,resolved,2026-01-21T03:39:56.376226,2026-01-22T14:17:56.376226,2026-01-21T07:20:56.376226,notification-service|elasticsearch|cdn,security-team,Security
INC288,API response latency spike,API response latency spike affecting production environment with intermittent failures,critical,investigating,2026-01-14T15:04:56.376226,,,read-replica,ops-team,Network
INC289,Message queue backlog growing,Message queue backlog growing affecting production environment with intermittent failures,critical,resolved,2026-01-09T10:15:56.376226,2026-01-09T15:16:56.376226,2026-01-09T18:06:56.376226,api-gateway|auth-service|cache-service,platform-team,Monitoring
INC290,API response latency spike,API response latency spike affecting production environment with consistent failures,high,resolved,2026-01-18T11:15:56.376226,2026-01-19T14:42:56.376226,2026-01-18T11:42:56.376226,cdn|api-gateway|container-registry,dba-team,Network
INC291,Network latency to fulfillment region,Network latency to fulfillment region affecting production environment,low,investigating,2026-01-08T11:24:56.376226,,,rate-limiter,payments-team,Network
INC292,Network latency to search region,Network latency to search region affecting production environment,low,investigating,2026-01-18T08:12:56.376226,,,user-service,platform-team,Network
INC293,Payment service 500 errors,Payment service 500 errors affecting production environment with intermittent failures,critical,investigating,2026-01-18T16:13:56.376226,,,order-service,ops-team,Payments
INC294,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with intermittent failures,critical,resolved,2026-01-18T02:36:56.376226,2026-01-19T02:44:56.376226,2026-01-18T14:59:56.376226,logging-service|kubernetes|cache-service,api-team,Security
INC295,Database connection timeout,Database connection timeout affecting production environment,critical,investigating,2026-01-16T14:30:56.376226,,,oauth-provider|read-replica,infra-team,Database
INC296,API response latency spike,API response latency spike affecting production environment,medium,investigating,2026-01-09T03:15:56.376226,,,rabbitmq,observability-team,Network
INC297,Memory leak in email service,Memory leak in email service affecting production environment with intermittent failures,low,open,2026-01-09T19:56:56.376226,,,cdn|payment-service,payments-team,Application
INC298,API response latency spike,API response latency spike affecting production environment with sporadic failures,critical,investigating,2026-01-18T04:43:56.376226,,,rabbitmq,infra-team,Network
INC299,Memory leak in read-replica service,Memory leak in read-replica service affecting production environment with intermittent failures,medium,open,2026-01-19T10:28:56.376226,,,api-gateway|oauth-provider,security-team,Application
INC300,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,critical,investigating,2026-01-19T04:13:56.376226,,,email-service|oauth-provider|product-service,devops-team,Security
INC301,Load balancer health check failing,Load balancer health check failing affecting production environment with intermittent failures,medium,open,2026-01-07T07:27:56.376226,,,reporting-service,infra-team,Infrastructure
INC302,Database connection timeout,Database connection timeout affecting production environment with intermittent failures,critical,investigating,2026-01-15T01:52:56.376226,,,user-service|payment-service,security-team,Database
INC303,Payment service 500 errors,Payment service 500 errors affecting production environment,medium,resolved,2026-01-13T17:23:56.376226,2026-01-14T17:52:56.376226,2026-01-13T23:29:56.376226,api-gateway|rabbitmq|order-service,dba-team,Payments
INC304,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with consistent failures,low,resolved,2026-01-15T19:53:56.376226,2026-01-17T15:01:56.376226,2026-01-16T07:53:56.376226,session-service,security-team,Security
INC305,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,high,investigating,2026-01-14T02:40:56.376226,,,notification-service,payments-team,Database
INC306,Service mesh configuration error,Service mesh configuration error affecting production environment,low,open,2026-01-14T08:46:56.376226,,,order-service|reporting-service,infra-team,Infrastructure
INC307,Redis cache connection failures,Redis cache connection failures affecting production environment,critical,investigating,2026-01-19T15:45:56.376226,,,fluentd|fulfillment-service|user-service,platform-team,Cache
INC308,Database replica lag critical,Database replica lag critical affecting production environment,medium,investigating,2026-01-13T10:29:56.376226,,,session-service|cache-service|load-balancer,payments-team,Database
INC309,Database connection timeout,Database connection timeout affecting production environment with consistent failures,medium,open,2026-01-13T22:17:56.376226,,,order-service,ops-team,Database
INC310,API response latency spike,API response latency spike affecting production environment with intermittent failures,medium,open,2026-01-20T06:49:56.376226,,,container-registry|api-gateway|rabbitmq,devops-team,Network
INC311,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with intermittent failures,low,open,2026-01-10T14:54:56.376226,,,api-gateway,infra-team,Cache
INC312,Memory leak in user service,Memory leak in user service affecting production environment with intermittent failures,medium,resolved,2026-01-13T17:51:56.376226,2026-01-15T01:52:56.376226,2026-01-13T19:05:56.376226,ci-cd|frontend,payments-team,Application
INC313,Message queue backlog growing,Message queue backlog growing affecting production environment,medium,investigating,2026-01-11T09:22:56.376226,,,user-service,devops-team,Monitoring
INC314,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,high,investigating,2026-01-13T11:56:56.376226,,,api-gateway,security-team,Security
INC315,Container registry unavailable,Container registry unavailable affecting production environment,medium,resolved,2026-01-21T10:41:56.376226,2026-01-23T04:32:56.376226,2026-01-21T17:54:56.376226,rate-limiter|auth-service|cdn,infra-team,Infrastructure
INC316,Load balancer health check failing,Load balancer health check failing affecting production environment with consistent failures,high,resolved,2026-01-15T04:50:56.376226,2026-01-15T23:01:56.376226,2026-01-15T10:45:56.376226,search-service,devops-team,Infrastructure
INC317,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,high,open,2026-01-19T09:59:56.376226,,,logging-service|rabbitmq,platform-team,Monitoring
INC318,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,medium,investigating,2026-01-15T17:29:56.376226,,,rabbitmq,search-team,Infrastructure
INC319,Message queue backlog growing,Message queue backlog growing affecting production environment with intermittent failures,medium,open,2026-01-16T05:17:56.376226,,,fluentd|product-service|rabbitmq,ops-team,Monitoring
INC320,Message queue backlog growing,Message queue backlog growing affecting production environment with sporadic failures,medium,resolved,2026-01-10T10:00:56.376226,2026-01-11T06:11:56.376226,2026-01-10T12:33:56.376226,user-service|api-gateway,ops-team,Monitoring
INC321,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with intermittent failures,critical,resolved,2026-01-18T22:47:56.376226,2026-01-20T20:58:56.376226,2026-01-18T23:44:56.376226,user-service|auth-service,payments-team,Monitoring
INC322,Service mesh configuration error,Service mesh configuration error affecting production environment with intermittent failures,low,resolved,2026-01-20T05:30:56.376226,2026-01-21T06:15:56.376226,2026-01-20T10:39:56.376226,cdn|rabbitmq|order-service,infra-team,Infrastructure
INC323,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,medium,resolved,2026-01-13T14:57:56.376226,2026-01-15T09:17:56.376226,2026-01-14T05:19:56.376226,fluentd,dba-team,Security
INC324,Certificate authority unreachable,Certificate authority unreachable affecting production environment with intermittent failures,medium,investigating,2026-01-11T18:10:56.376226,,,payment-service|checkout-service,ops-team,Security
INC325,Service mesh configuration error,Service mesh configuration error affecting production environment,low,open,2026-01-16T05:24:56.376226,,,email-service|container-registry|rabbitmq,api-team,Infrastructure
INC326,Load balancer health check failing,Load balancer health check failing affecting production environment,low,open,2026-01-12T04:36:56.376226,,,api-gateway|load-balancer|fluentd,observability-team,Infrastructure
INC327,Database replica lag critical,Database replica lag critical affecting production environment,high,open,2026-01-10T16:30:56.376226,,,cache-service|rate-limiter,api-team,Database
INC328,Database connection timeout,Database connection timeout affecting production environment,critical,investigating,2026-01-13T10:22:56.376226,,,product-service|reporting-service,search-team,Database
INC329,Memory leak in load-balancer service,Memory leak in load-balancer service affecting production environment,medium,open,2026-01-13T21:17:56.376226,,,session-service,ops-team,Application
INC330,Database replica lag critical,Database replica lag critical affecting production environment,low,open,2026-01-12T00:22:56.376226,,,checkout-service|elasticsearch,api-team,Database
INC331,Network latency to api-gateway region,Network latency to api-gateway region affecting production environment,critical,resolved,2026-01-17T00:04:56.376226,2026-01-18T04:14:56.376226,2026-01-17T03:14:56.376226,order-service,infra-team,Network
INC332,Redis cache connection failures,Redis cache connection failures affecting production environment with consistent failures,high,resolved,2026-01-11T03:41:56.376226,2026-01-11T10:44:56.376226,2026-01-11T09:53:56.376226,rabbitmq|reporting-service,identity-team,Cache
INC333,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,low,investigating,2026-01-08T04:18:56.376226,,,container-registry|fulfillment-service|database,platform-team,Security
INC334,Memory leak in auth service,Memory leak in auth service affecting production environment,high,open,2026-01-13T21:45:56.376226,,,database|ci-cd,security-team,Application
INC335,Payment service 500 errors,Payment service 500 errors affecting production environment with consistent failures,medium,investigating,2026-01-21T06:49:56.376226,,,oauth-provider,ops-team,Payments
INC336,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,high,open,2026-01-20T03:02:56.376226,,,payment-service,observability-team,Cache
INC337,Memory leak in api-gateway service,Memory leak in api-gateway service affecting production environment with sporadic failures,critical,resolved,2026-01-07T07:18:56.376226,2026-01-08T17:44:56.376226,2026-01-07T07:47:56.376226,ci-cd|kubernetes|database,devops-team,Application
INC338,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,low,investigating,2026-01-21T16:28:56.376226,,,rabbitmq|read-replica|rate-limiter,devops-team,Monitoring
INC339,Certificate authority unreachable,Certificate authority unreachable affecting production environment,critical,investigating,2026-01-10T00:34:56.376226,,,frontend,api-team,Security
INC340,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment,medium,resolved,2026-01-11T05:24:56.376226,2026-01-13T05:22:56.376226,2026-01-11T12:23:56.376226,api-gateway,search-team,Monitoring
INC341,Network latency to cdn region,Network latency to cdn region affecting production environment with consistent failures,critical,resolved,2026-01-15T07:33:56.376226,2026-01-16T10:42:56.376226,2026-01-15T09:53:56.376226,rabbitmq,devops-team,Network
INC342,Service mesh configuration error,Service mesh configuration error affecting production environment with intermittent failures,low,resolved,2026-01-18T22:16:56.376226,2026-01-19T18:11:56.376226,2026-01-19T01:28:56.376226,product-service|frontend|cache-service,search-team,Infrastructure
INC343,Load balancer health check failing,Load balancer health check failing affecting production environment with consistent failures,low,open,2026-01-11T06:35:56.376226,,,fulfillment-service|ci-cd|fluentd,search-team,Infrastructure
INC344,API response latency spike,API response latency spike affecting production environment,high,resolved,2026-01-09T20:13:56.376226,2026-01-11T04:11:56.376226,2026-01-09T21:34:56.376226,product-service|auth-service,infra-team,Network
INC345,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,critical,resolved,2026-01-09T22:45:56.376226,2026-01-11T23:13:56.376226,2026-01-10T23:21:56.376226,cache-service|elasticsearch,search-team,Security
INC346,Certificate authority unreachable,Certificate authority unreachable affecting production environment with intermittent failures,critical,investigating,2026-01-14T11:21:56.376226,,,load-balancer|user-service,dba-team,Security
INC347,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-15T18:37:56.376226,2026-01-16T08:33:56.376226,2026-01-15T20:31:56.376226,load-balancer,ops-team,Infrastructure
INC348,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,low,investigating,2026-01-18T00:43:56.376226,,,load-balancer|oauth-provider,dba-team,Monitoring
INC349,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,low,open,2026-01-12T10:04:56.376226,,,checkout-service|kubernetes,identity-team,Infrastructure
INC350,Service mesh configuration error,Service mesh configuration error affecting production environment with consistent failures,medium,investigating,2026-01-18T16:31:56.376226,,,auth-service|cdn,ops-team,Infrastructure
INC351,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with intermittent failures,medium,resolved,2026-01-10T15:39:56.376226,2026-01-11T10:20:56.376226,2026-01-10T18:42:56.376226,read-replica|auth-service,observability-team,Infrastructure
INC352,Database connection timeout,Database connection timeout affecting production environment,medium,resolved,2026-01-09T14:17:56.376226,2026-01-09T15:31:56.376226,2026-01-09T20:58:56.376226,fulfillment-service|rate-limiter,security-team,Database
INC353,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,critical,investigating,2026-01-11T15:59:56.376226,,,cdn|rabbitmq|order-service,ops-team,Cache
INC354,Disk space critical on ci-cd nodes,Disk space critical on ci-cd nodes affecting production environment with consistent failures,high,investigating,2026-01-16T21:56:56.376226,,,search-service,security-team,Storage
INC355,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,high,open,2026-01-09T11:14:56.376226,,,user-service,devops-team,Database
INC356,Container registry unavailable,Container registry unavailable affecting production environment with sporadic failures,medium,resolved,2026-01-07T14:57:56.376226,2026-01-08T10:13:56.376226,2026-01-07T18:32:56.376226,cdn|elasticsearch,ops-team,Infrastructure
INC357,Service mesh configuration error,Service mesh configuration error affecting production environment with sporadic failures,medium,investigating,2026-01-18T16:40:56.376226,,,reporting-service|container-registry|rate-limiter,identity-team,Infrastructure
INC358,Message queue backlog growing,Message queue backlog growing affecting production environment with intermittent failures,medium,investigating,2026-01-08T09:34:56.376226,,,cache-service|elasticsearch|rate-limiter,dba-team,Monitoring
INC359,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with consistent failures,low,open,2026-01-12T02:13:56.376226,,,frontend|rate-limiter,infra-team,Infrastructure
INC360,Message queue backlog growing,Message queue backlog growing affecting production environment,high,investigating,2026-01-19T21:56:56.376226,,,kubernetes,observability-team,Monitoring
INC361,Service mesh configuration error,Service mesh configuration error affecting production environment with sporadic failures,low,investigating,2026-01-21T00:58:56.376226,,,kubernetes,observability-team,Infrastructure
INC362,Container registry unavailable,Container registry unavailable affecting production environment with consistent failures,low,open,2026-01-09T00:47:56.376226,,,rabbitmq|oauth-provider,payments-team,Infrastructure
INC363,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,low,investigating,2026-01-12T14:37:56.376226,,,container-registry|user-service,ops-team,Database
INC364,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,medium,resolved,2026-01-18T23:57:56.376226,2026-01-19T06:05:56.376226,2026-01-19T02:30:56.376226,frontend|container-registry|cdn,search-team,Application
INC365,Load balancer health check failing,Load balancer health check failing affecting production environment,low,resolved,2026-01-10T17:49:56.376226,2026-01-10T19:46:56.376226,2026-01-11T01:20:56.376226,logging-service|load-balancer,dba-team,Infrastructure
INC366,Redis cache connection failures,Redis cache connection failures affecting production environment,low,resolved,2026-01-18T01:40:56.376226,2026-01-19T23:36:56.376226,2026-01-18T02:36:56.376226,session-service|payment-service,api-team,Cache
INC367,Container registry unavailable,Container registry unavailable affecting production environment with consistent failures,medium,open,2026-01-19T19:45:56.376226,,,oauth-provider|elasticsearch,dba-team,Infrastructure
INC368,Certificate authority unreachable,Certificate authority unreachable affecting production environment with consistent failures,medium,investigating,2026-01-21T09:48:56.376226,,,checkout-service,search-team,Security
INC369,Database connection timeout,Database connection timeout affecting production environment,medium,open,2026-01-17T19:03:56.376226,,,checkout-service|order-service|product-service,observability-team,Database
INC370,API response latency spike,API response latency spike affecting production environment,high,resolved,2026-01-15T20:04:56.376226,2026-01-16T00:46:56.376226,2026-01-16T01:48:56.376226,container-registry,ops-team,Network
INC371,API response latency spike,API response latency spike affecting production environment with consistent failures,critical,investigating,2026-01-11T10:10:56.376226,,,notification-service,observability-team,Network
INC372,Database connection timeout,Database connection timeout affecting production environment,low,resolved,2026-01-15T03:05:56.376226,2026-01-16T18:49:56.376226,2026-01-16T15:42:56.376226,frontend,api-team,Database
INC373,Disk space critical on elasticsearch nodes,Disk space critical on elasticsearch nodes affecting production environment with consistent failures,low,open,2026-01-14T01:04:56.376226,,,logging-service,security-team,Storage
INC374,Disk space critical on notification nodes,Disk space critical on notification nodes affecting production environment,critical,investigating,2026-01-15T10:24:56.376226,,,fluentd,identity-team,Storage
INC375,Database replica lag critical,Database replica lag critical affecting production environment,low,resolved,2026-01-07T22:19:56.376226,2026-01-09T12:01:56.376226,2026-01-08T04:17:56.376226,payment-service|api-gateway,dba-team,Database
INC376,Payment service 500 errors,Payment service 500 errors affecting production environment with intermittent failures,high,resolved,2026-01-10T08:44:56.376226,2026-01-11T02:13:56.376226,2026-01-10T10:30:56.376226,order-service,payments-team,Payments
INC377,API response latency spike,API response latency spike affecting production environment with consistent failures,high,investigating,2026-01-17T21:32:56.376226,,,auth-service,payments-team,Network
INC378,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-17T20:49:56.376226,2026-01-18T19:00:56.376226,2026-01-17T23:33:56.376226,cdn,search-team,Infrastructure
INC379,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,resolved,2026-01-16T23:33:56.376226,2026-01-17T09:17:56.376226,2026-01-17T00:16:56.376226,user-service|kubernetes|checkout-service,api-team,Application
INC380,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,critical,resolved,2026-01-15T19:21:56.376226,2026-01-17T16:17:56.376226,2026-01-15T23:22:56.376226,payment-service|database|order-service,search-team,Monitoring
INC381,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,high,resolved,2026-01-11T19:11:56.376226,2026-01-13T15:44:56.376226,2026-01-12T21:42:56.376226,rabbitmq|elasticsearch|email-service,observability-team,Application
