incident_id,ticket_id,type,resolution,description,source,similarity_score,resolved_by_team
INC455,SNOW451,related_change,,Automated certificate rotation implementation in progress,servicenow,,api-team
INC456,SNOW452,similar_incident,Scaled up 18 instances from 68 to 2 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to databasems average.,,servicenow,0.88,search-team
INC456,SNOW453,related_change,,Added backup OAuth provider configuration,servicenow,,dba-team
INC456,SNOW454,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 12 minutes.,,servicenow,0.73,infra-team
INC457,SNOW455,similar_incident,Scaled up 12 instances from 97 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to gatewayms average.,,servicenow,0.71,infra-team
INC458,SNOW456,similar_incident,Fixed 7 timeout by increasing connection timeout to 51s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.76,api-team
INC458,JIRA-439,similar_incident,Rolled back to previous 11 version to restore functionality,,jira,0.81,ops-team
INC458,SNOW457,related_change,,New order notification feature deployed,servicenow,,security-team
INC459,JIRA-440,similar_incident,Restarted 12 pods and cleared corrupted cache layer,,jira,0.83,identity-team
INC459,SNOW458,similar_incident,Implemented 8 for automatic failover. Configured 81-node cluster with quorum of 2. Tested failover scenarios successfully.,,servicenow,0.77,security-team
INC459,SNOW459,similar_incident,Fixed 20 timeout by increasing connection timeout to 55s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.88,infra-team
INC460,SNOW460,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 5 to 99 consumers. Backlog cleared in 7 hours.,,servicenow,0.94,search-team
INC460,JIRA-441,related_change,,Automated certificate rotation implementation in progress,jira,,ops-team
INC460,JIRA-442,similar_incident,Increased connection pool size from 6 to 32 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,api-team
INC461,SNOW461,similar_incident,Restarted 7 pods and cleared corrupted cache layer,,servicenow,0.86,identity-team
INC462,JIRA-443,similar_incident,Implemented 15 for automatic failover. Configured 94-node cluster with quorum of 4. Tested failover scenarios successfully.,,jira,0.95,identity-team
INC462,SNOW462,related_change,,Registry storage migration performed,servicenow,,observability-team
INC462,SNOW463,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 11 minutes.,,servicenow,0.66,devops-team
INC463,JIRA-444,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.84,ops-team
INC463,JIRA-445,related_change,,Added backup OAuth provider configuration,jira,,security-team
INC464,JIRA-446,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 18 to 86 consumers. Backlog cleared in 4 hours.,,jira,0.82,ops-team
INC464,JIRA-447,similar_incident,Fixed 7 timeout by increasing connection timeout to 94s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.79,security-team
INC464,JIRA-448,similar_incident,Fixed 17 timeout by increasing connection timeout to 48s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.93,devops-team
INC465,JIRA-449,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 9 minutes.,,jira,0.75,platform-team
INC465,SNOW464,related_change,,Elasticsearch cluster version upgrade deployed,servicenow,,security-team
INC466,SNOW465,similar_incident,Implemented 7 for automatic failover. Configured 50-node cluster with quorum of 3. Tested failover scenarios successfully.,,servicenow,0.87,dba-team
INC467,SNOW466,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 7 to 52 consumers. Backlog cleared in 7 hours.,,servicenow,0.74,devops-team
INC468,SNOW467,similar_incident,Increased connection pool size from 6 to 89 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.78,observability-team
INC468,SNOW468,similar_incident,Scaled up 9 instances from 61 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to databasems average.,,servicenow,0.66,dba-team
INC469,SNOW469,similar_incident,Rolled back to previous 9 version to restore functionality,,servicenow,0.66,devops-team
INC469,JIRA-450,related_change,,Database migration completed last week,jira,,security-team
INC469,JIRA-451,related_change,,Redis cluster scaling performed last week,jira,,payments-team
INC470,SNOW470,similar_incident,Implemented 14 for automatic failover. Configured 78-node cluster with quorum of 2. Tested failover scenarios successfully.,,servicenow,0.95,identity-team
INC470,JIRA-452,similar_incident,Implemented 17 for automatic failover. Configured 33-node cluster with quorum of 3. Tested failover scenarios successfully.,,jira,0.72,identity-team
INC471,JIRA-453,similar_incident,Rolled back to previous 14 version to restore functionality,,jira,0.82,infra-team
INC471,JIRA-454,similar_incident,Restarted 18 pods and cleared corrupted cache layer,,jira,0.88,identity-team
INC472,JIRA-455,similar_incident,Fixed 17 timeout by increasing connection timeout to 87s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.87,dba-team
INC473,JIRA-456,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 9 to 46 consumers. Backlog cleared in 6 hours.,,jira,0.92,observability-team
INC473,JIRA-457,related_change,,CDN configuration update for cache TTL,jira,,payments-team
INC474,JIRA-458,similar_incident,Restarted 19 pods and cleared corrupted cache layer,,jira,0.71,dba-team
INC474,SNOW471,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 8 to 95 consumers. Backlog cleared in 6 hours.,,servicenow,0.96,platform-team
INC475,SNOW472,similar_incident,Rolled back to previous 15 version to restore functionality,,servicenow,0.88,identity-team
INC476,JIRA-459,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.7,api-team
INC476,SNOW473,similar_incident,Scaled up 15 instances from 85 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to gatewayms average.,,servicenow,0.76,ops-team
INC476,SNOW474,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 13 to 66 consumers. Backlog cleared in 3 hours.,,servicenow,0.8,security-team
INC477,SNOW475,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.7,security-team
INC478,SNOW476,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 12 to 69 consumers. Backlog cleared in 5 hours.,,servicenow,0.81,platform-team
INC479,SNOW477,similar_incident,Scaled up 13 instances from 83 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to databasems average.,,servicenow,0.73,infra-team
INC479,SNOW478,related_change,,Fluentd configuration update for new log format,servicenow,,devops-team
INC479,SNOW479,similar_incident,Increased connection pool size from 10 to 41 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.85,payments-team
INC480,SNOW480,similar_incident,Fixed 12 timeout by increasing connection timeout to 33s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.84,security-team
INC480,JIRA-460,similar_incident,Rolled back to previous 20 version to restore functionality,,jira,0.96,infra-team
INC481,SNOW481,similar_incident,Increased connection pool size from 11 to 43 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.84,dba-team
INC482,SNOW482,similar_incident,Scaled up 13 instances from 34 to 2 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to gatewayms average.,,servicenow,0.9,observability-team
INC483,SNOW483,similar_incident,Restarted 8 pods and cleared corrupted cache layer,,servicenow,0.92,infra-team
INC484,SNOW484,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,servicenow,0.91,security-team
INC484,JIRA-461,related_change,,Fluentd configuration update for new log format,jira,,security-team
INC485,SNOW485,similar_incident,Scaled up 7 instances from 56 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to servicems average.,,servicenow,0.81,platform-team
INC485,SNOW486,similar_incident,Restarted 10 pods and cleared corrupted cache layer,,servicenow,0.69,infra-team
INC486,SNOW487,similar_incident,Rolled back to previous 19 version to restore functionality,,servicenow,0.82,identity-team
INC486,SNOW488,related_change,,Fluentd configuration update for new log format,servicenow,,observability-team
INC487,SNOW489,similar_incident,Rolled back to previous 17 version to restore functionality,,servicenow,0.71,payments-team
INC488,SNOW490,similar_incident,Increased connection pool size from 19 to 83 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.9,security-team
INC488,SNOW491,related_change,,Registry storage migration performed,servicenow,,api-team
INC489,JIRA-462,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.66,api-team
INC489,SNOW492,related_change,,Heavy batch job scheduled during peak hours,servicenow,,search-team
INC490,SNOW493,similar_incident,Fixed 11 timeout by increasing connection timeout to 80s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.83,observability-team
INC490,JIRA-463,related_change,,CDN configuration update for cache TTL,jira,,security-team
INC491,JIRA-464,similar_incident,Implemented 17 for automatic failover. Configured 90-node cluster with quorum of 2. Tested failover scenarios successfully.,,jira,0.67,devops-team
INC491,SNOW494,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.91,ops-team
INC492,SNOW495,similar_incident,Scaled up 15 instances from 37 to 3 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to gatewayms average.,,servicenow,0.77,ops-team
INC492,SNOW496,related_change,,Rate limiting threshold adjustment for new API tier,servicenow,,security-team
INC493,SNOW497,similar_incident,Rolled back to previous 16 version to restore functionality,,servicenow,0.91,payments-team
INC494,SNOW498,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.82,identity-team
INC494,SNOW499,similar_incident,Implemented 14 for automatic failover. Configured 94-node cluster with quorum of 3. Tested failover scenarios successfully.,,servicenow,0.74,search-team
INC494,SNOW500,related_change,,Added backup OAuth provider configuration,servicenow,,platform-team
INC495,SNOW501,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 12 minutes.,,servicenow,0.77,search-team
INC496,JIRA-465,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.96,infra-team
INC496,JIRA-466,related_change,,New order notification feature deployed,jira,,platform-team
INC496,SNOW502,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.92,infra-team
INC497,JIRA-467,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.68,api-team
INC498,JIRA-468,similar_incident,Increased connection pool size from 8 to 65 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.8,api-team
INC499,JIRA-469,similar_incident,Scaled up 15 instances from 90 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to gatewayms average.,,jira,0.88,identity-team
INC499,SNOW503,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.89,ops-team
INC499,JIRA-470,related_change,,Node capacity upgrade scheduled for maintenance window,jira,,devops-team
INC500,SNOW504,similar_incident,Rolled back to previous 16 version to restore functionality,,servicenow,0.73,api-team
INC501,SNOW505,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.79,identity-team
INC501,SNOW506,related_change,,Database migration completed last week,servicenow,,infra-team
INC502,JIRA-471,similar_incident,Implemented 18 for automatic failover. Configured 77-node cluster with quorum of 6. Tested failover scenarios successfully.,,jira,0.69,infra-team
INC503,SNOW507,similar_incident,Restarted 8 pods and cleared corrupted cache layer,,servicenow,0.79,platform-team
INC503,JIRA-472,related_change,,Registry storage migration performed,jira,,dba-team
INC504,JIRA-473,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.96,observability-team
INC504,SNOW508,related_change,,Heavy batch job scheduled during peak hours,servicenow,,payments-team
INC505,SNOW509,similar_incident,Rolled back to previous 8 version to restore functionality,,servicenow,0.65,search-team
INC505,SNOW510,related_change,,Automated certificate rotation implementation in progress,servicenow,,payments-team
INC505,SNOW511,related_change,,CDN configuration update for cache TTL,servicenow,,search-team
INC506,JIRA-474,similar_incident,Fixed 17 timeout by increasing connection timeout to 36s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.73,ops-team
INC506,JIRA-475,related_change,,Payment provider SDK upgrade deployed yesterday,jira,,infra-team
INC507,SNOW512,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.81,platform-team
INC507,JIRA-476,similar_incident,Restarted 18 pods and cleared corrupted cache layer,,jira,0.85,ops-team
INC508,SNOW513,similar_incident,Fixed 20 timeout by increasing connection timeout to 38s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.95,platform-team
INC508,JIRA-477,related_change,,Redis cluster scaling performed last week,jira,,security-team
INC509,SNOW514,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 9 minutes.,,servicenow,0.84,infra-team
INC509,JIRA-478,similar_incident,Implemented 17 for automatic failover. Configured 59-node cluster with quorum of 4. Tested failover scenarios successfully.,,jira,0.89,devops-team
INC509,JIRA-479,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 5 minutes.,,jira,0.78,observability-team
INC510,JIRA-480,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.91,platform-team
INC511,JIRA-481,similar_incident,Increased connection pool size from 15 to 54 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.88,security-team
INC511,JIRA-482,related_change,,New order notification feature deployed,jira,,devops-team
INC512,JIRA-483,similar_incident,Implemented 10 for automatic failover. Configured 85-node cluster with quorum of 3. Tested failover scenarios successfully.,,jira,0.91,infra-team
INC512,JIRA-484,similar_incident,Fixed 20 timeout by increasing connection timeout to 56s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.71,identity-team
INC513,SNOW515,similar_incident,Fixed 9 timeout by increasing connection timeout to 91s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.91,identity-team
INC513,JIRA-485,related_change,,Added backup OAuth provider configuration,jira,,security-team
INC513,SNOW516,related_change,,Deployed new frontend version with performance improvements,servicenow,,identity-team
INC514,SNOW517,similar_incident,Implemented 10 for automatic failover. Configured 99-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.91,identity-team
INC515,SNOW518,similar_incident,Increased connection pool size from 16 to 52 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.71,ops-team
INC515,SNOW519,similar_incident,Increased connection pool size from 10 to 82 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.71,ops-team
INC516,JIRA-486,similar_incident,Restarted 7 pods and cleared corrupted cache layer,,jira,0.79,observability-team
INC516,SNOW520,similar_incident,Scaled up 17 instances from 54 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to gatewayms average.,,servicenow,0.94,devops-team
INC517,SNOW521,similar_incident,Rolled back to previous 10 version to restore functionality,,servicenow,0.77,platform-team
INC517,SNOW522,similar_incident,Restarted 10 pods and cleared corrupted cache layer,,servicenow,0.65,dba-team
INC518,SNOW523,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 15 to 63 consumers. Backlog cleared in 2 hours.,,servicenow,0.88,identity-team
INC519,JIRA-487,similar_incident,Scaled up 12 instances from 58 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to servicems average.,,jira,0.71,observability-team
INC519,SNOW524,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.69,security-team
INC519,JIRA-488,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,jira,0.87,dba-team
INC520,JIRA-489,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 10 minutes.,,jira,0.95,search-team
INC520,JIRA-490,related_change,,Added backup OAuth provider configuration,jira,,infra-team
INC521,JIRA-491,similar_incident,Increased connection pool size from 19 to 30 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.9,search-team
INC521,JIRA-492,related_change,,Node capacity upgrade scheduled for maintenance window,jira,,ops-team
INC521,JIRA-493,similar_incident,Fixed 6 timeout by increasing connection timeout to 99s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.83,security-team
INC522,SNOW525,similar_incident,Scaled up 16 instances from 68 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to Redisms average.,,servicenow,0.73,security-team
INC523,SNOW526,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.72,ops-team
INC523,SNOW527,related_change,,Added new notification templates last sprint,servicenow,,search-team
INC523,SNOW528,similar_incident,Fixed 5 timeout by increasing connection timeout to 51s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.7,security-team
INC524,JIRA-494,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,jira,0.9,devops-team
INC524,SNOW529,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 14 to 56 consumers. Backlog cleared in 5 hours.,,servicenow,0.74,identity-team
INC525,JIRA-495,similar_incident,Fixed 18 timeout by increasing connection timeout to 46s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.82,search-team
INC526,SNOW530,similar_incident,Scaled up 9 instances from 64 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to servicems average.,,servicenow,0.67,search-team
INC526,JIRA-496,related_change,,Node capacity upgrade scheduled for maintenance window,jira,,ops-team
INC526,SNOW531,similar_incident,Scaled up 9 instances from 61 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to servicems average.,,servicenow,0.8,payments-team
INC527,JIRA-497,similar_incident,Implemented 10 for automatic failover. Configured 38-node cluster with quorum of 2. Tested failover scenarios successfully.,,jira,0.89,api-team
INC527,JIRA-498,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.71,payments-team
INC528,JIRA-499,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.96,ops-team
INC528,SNOW532,similar_incident,Fixed 17 timeout by increasing connection timeout to 87s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.77,search-team
INC529,JIRA-500,similar_incident,Fixed 18 timeout by increasing connection timeout to 65s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.85,devops-team
INC529,JIRA-501,related_change,,Redis cluster scaling performed last week,jira,,security-team
INC529,SNOW533,similar_incident,Increased connection pool size from 18 to 45 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.83,platform-team
INC530,JIRA-502,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 9 minutes.,,jira,0.67,dba-team
INC531,SNOW534,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 16 minutes.,,servicenow,0.87,search-team
INC531,SNOW535,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.85,ops-team
INC531,JIRA-503,similar_incident,Increased connection pool size from 19 to 92 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.84,security-team
INC532,JIRA-504,similar_incident,Implemented 9 for automatic failover. Configured 49-node cluster with quorum of 3. Tested failover scenarios successfully.,,jira,0.87,dba-team
INC533,JIRA-505,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.9,identity-team
INC533,SNOW536,similar_incident,Implemented 20 for automatic failover. Configured 93-node cluster with quorum of 2. Tested failover scenarios successfully.,,servicenow,0.77,platform-team
INC534,SNOW537,similar_incident,Rolled back to previous 12 version to restore functionality,,servicenow,0.76,search-team
INC534,SNOW538,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 19 minutes.,,servicenow,0.92,platform-team
INC534,JIRA-506,related_change,,New order notification feature deployed,jira,,identity-team
INC535,SNOW539,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.7,infra-team
INC535,JIRA-507,related_change,,New order notification feature deployed,jira,,search-team
INC535,JIRA-508,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 10 to 32 consumers. Backlog cleared in 10 hours.,,jira,0.69,platform-team
INC536,SNOW540,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 14 minutes.,,servicenow,0.77,payments-team
INC536,SNOW541,similar_incident,Fixed 16 timeout by increasing connection timeout to 31s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.88,ops-team
INC536,JIRA-509,similar_incident,Implemented 19 for automatic failover. Configured 52-node cluster with quorum of 10. Tested failover scenarios successfully.,,jira,0.89,identity-team
INC537,SNOW542,similar_incident,Scaled up 10 instances from 50 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to Redisms average.,,servicenow,0.83,search-team
INC538,SNOW543,similar_incident,Increased connection pool size from 18 to 80 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.78,payments-team
INC539,JIRA-510,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,jira,0.8,devops-team
INC540,SNOW544,similar_incident,Increased connection pool size from 12 to 39 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.73,identity-team
INC540,SNOW545,similar_incident,Fixed 10 timeout by increasing connection timeout to 68s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.72,devops-team
INC541,SNOW546,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 5 to 97 consumers. Backlog cleared in 4 hours.,,servicenow,0.75,infra-team
INC542,JIRA-511,similar_incident,Scaled up 18 instances from 37 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to servicems average.,,jira,0.74,security-team
INC542,JIRA-512,similar_incident,Increased connection pool size from 15 to 59 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,devops-team
INC543,JIRA-513,similar_incident,Fixed 12 timeout by increasing connection timeout to 44s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.65,identity-team
INC543,JIRA-514,related_change,,New order notification feature deployed,jira,,platform-team
INC544,JIRA-515,similar_incident,Implemented 9 for automatic failover. Configured 55-node cluster with quorum of 3. Tested failover scenarios successfully.,,jira,0.93,ops-team
INC545,SNOW547,similar_incident,Rolled back to previous 19 version to restore functionality,,servicenow,0.76,infra-team
INC545,JIRA-516,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 11 to 62 consumers. Backlog cleared in 6 hours.,,jira,0.9,devops-team
INC546,SNOW548,similar_incident,Restarted 15 pods and cleared corrupted cache layer,,servicenow,0.66,search-team
INC546,SNOW549,related_change,,Added backup OAuth provider configuration,servicenow,,payments-team
INC547,SNOW550,similar_incident,Fixed 14 timeout by increasing connection timeout to 53s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.72,security-team
INC547,JIRA-517,related_change,,Registry storage migration performed,jira,,api-team
INC547,JIRA-518,similar_incident,Restarted 10 pods and cleared corrupted cache layer,,jira,0.9,security-team
INC548,JIRA-519,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.73,identity-team
INC548,SNOW551,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 14 minutes.,,servicenow,0.78,dba-team
INC548,SNOW552,related_change,,New order notification feature deployed,servicenow,,ops-team
INC549,SNOW553,similar_incident,Rolled back to previous 18 version to restore functionality,,servicenow,0.76,security-team
INC549,JIRA-520,related_change,,Elasticsearch cluster version upgrade deployed,jira,,infra-team
INC550,JIRA-521,similar_incident,Fixed 7 timeout by increasing connection timeout to 80s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.84,observability-team
INC550,SNOW554,similar_incident,Restarted 7 pods and cleared corrupted cache layer,,servicenow,0.91,search-team
INC550,JIRA-522,similar_incident,Implemented 12 for automatic failover. Configured 88-node cluster with quorum of 10. Tested failover scenarios successfully.,,jira,0.72,platform-team
INC551,JIRA-523,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 7 to 99 consumers. Backlog cleared in 9 hours.,,jira,0.93,platform-team
INC552,SNOW555,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 12 to 81 consumers. Backlog cleared in 10 hours.,,servicenow,0.92,dba-team
INC552,SNOW556,related_change,,Fluentd configuration update for new log format,servicenow,,identity-team
INC553,SNOW557,similar_incident,Increased connection pool size from 9 to 87 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.65,search-team
INC553,JIRA-524,related_change,,Database migration completed last week,jira,,devops-team
INC553,JIRA-525,related_change,,Database migration completed last week,jira,,infra-team
INC554,SNOW558,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 18 minutes.,,servicenow,0.87,identity-team
INC554,JIRA-526,related_change,,Rate limiting threshold adjustment for new API tier,jira,,platform-team
INC555,SNOW559,similar_incident,Rolled back to previous 5 version to restore functionality,,servicenow,0.9,platform-team
INC555,JIRA-527,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.94,api-team
INC556,SNOW560,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 18 to 90 consumers. Backlog cleared in 6 hours.,,servicenow,0.89,observability-team
INC557,JIRA-528,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 11 minutes.,,jira,0.8,ops-team
INC557,SNOW561,related_change,,Added new notification templates last sprint,servicenow,,api-team
INC558,SNOW562,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.87,search-team
INC558,JIRA-529,related_change,,Database migration completed last week,jira,,search-team
INC559,JIRA-530,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 5 minutes.,,jira,0.67,platform-team
INC559,JIRA-531,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.92,payments-team
INC559,JIRA-532,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 17 to 56 consumers. Backlog cleared in 4 hours.,,jira,0.89,platform-team
INC560,SNOW563,similar_incident,Restarted 11 pods and cleared corrupted cache layer,,servicenow,0.9,devops-team
INC560,SNOW564,related_change,,Deployed new reporting-service version with performance improvements,servicenow,,devops-team
INC560,SNOW565,related_change,,New order notification feature deployed,servicenow,,dba-team
INC561,SNOW566,similar_incident,Rolled back to previous 19 version to restore functionality,,servicenow,0.9,dba-team
INC561,JIRA-533,related_change,,Payment provider SDK upgrade deployed yesterday,jira,,observability-team
INC562,JIRA-534,similar_incident,Fixed 5 timeout by increasing connection timeout to 56s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.95,security-team
INC562,JIRA-535,similar_incident,Scaled up 14 instances from 75 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to Redisms average.,,jira,0.84,api-team
INC563,JIRA-536,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.79,observability-team
INC564,JIRA-537,similar_incident,Implemented 10 for automatic failover. Configured 64-node cluster with quorum of 5. Tested failover scenarios successfully.,,jira,0.85,ops-team
INC565,SNOW567,similar_incident,Fixed 7 timeout by increasing connection timeout to 89s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.81,infra-team
INC566,JIRA-538,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 13 to 58 consumers. Backlog cleared in 3 hours.,,jira,0.92,identity-team
